CustomerID,CustomerCode,Customer Name,CustomerType,Age,MobileNumber,City,State,Country,Pincode,Occupation,IndustryType,AnnualIncome,IncomeBracket,CustomerRole,InterestedPropertyType,PreferredCity,BudgetMin,BudgetMax,AssignedAgentID,LeadSource,CustomerRating,SatisfactionScore,TotalPropertiesBought,TotalPropertiesLeased,FirstContactDate,LastInteractionDate,CustomerStatus,IsRepeatCustomer
218,CUST-0218,Esha Nair,Individual,29,8982754499,Chennai,Tamil Nadu,India,559450,Business,IT,4377472,5–10L,Seller,Villa,Chennai,2251267,7595448,51,Website,4.2,3.5,0,1,2021-12-05,2025-10-06,Active,Yes
219,CUST-0219,Siddharth Shah,Individual,43,8577065588,Chennai,Tamil Nadu,India,397864,Business,Finance,1047249,10L+,Tenant,Villa,Chennai,2118108,10741309,96,Website,3.7,3.1,2,0,2024-11-03,2025-05-20,Active,Yes
220,CUST-0220,Isha Mehta,Company,36,8173555714,Hyderabad,Telangana,India,539698,Business,Finance,3595429,5–10L,Buyer,Apartment,Hyderabad,2822383,19391476,54,Referral,4.6,3.2,0,2,2024-03-02,2025-07-21,Active,No
221,CUST-0221,Tanvi Chopra,Individual,31,8227787477,Bangalore,Karnataka,India,578312,Self Employed,Retail,1221333,0–5L,Investor,Apartment,Bangalore,3006544,13425447,5,Referral,4.4,3.9,0,2,2024-09-04,2024-04-04,Active,No
222,CUST-0222,Shivansh Chawla,Company,28,8915411469,Hyderabad,Telangana,India,595950,Self Employed,IT,4130002,10L+,Seller,Villa,Hyderabad,4710632,19363477,33,Referral,3.7,3.8,1,0,2023-08-11,2024-09-11,Active,Yes
223,CUST-0223,Navya Gupta,Individual,45,8820147257,Bangalore,Karnataka,India,404285,Salaried,Retail,2237807,10L+,Owner,Plot,Bangalore,3942873,17281262,66,Ads,3.2,4.3,3,0,2021-10-06,2025-05-21,Active,Yes
224,CUST-0224,Myra Bhatia,Company,48,8465240332,Bangalore,Karnataka,India,459281,Self Employed,IT,2481618,10L+,Owner,Plot,Bangalore,4253695,16954536,99,Ads,4.2,4,3,0,2023-09-28,2025-01-14,Active,No
225,CUST-0225,Meera Sharma,Individual,34,8129641873,Ahmedabad,Gujarat,India,422515,Business,IT,3771462,0–5L,Owner,Apartment,Ahmedabad,4346268,9974084,59,Walk-in,4,3.2,3,0,2022-08-06,2025-07-28,Active,No
226,CUST-0226,Ishaan Mahajan,Individual,37,8440003951,Pune,Maharashtra,India,542563,Self Employed,Retail,3563554,0–5L,Investor,Plot,Pune,2853527,7573799,16,Referral,3.7,4.3,1,1,2023-10-30,2024-08-16,Active,No
227,CUST-0227,Aanya Desai,Company,54,8238135284,Bangalore,Karnataka,India,417189,Salaried,IT,4717581,5–10L,Seller,Apartment,Bangalore,3945110,6798367,44,Walk-in,4.3,3.1,0,1,2021-06-24,2025-08-24,Active,Yes
228,CUST-0228,Tara Singh,Company,29,8842991249,Pune,Maharashtra,India,514131,Self Employed,Manufacturing,3728670,10L+,Buyer,Villa,Pune,3766064,8838158,3,Website,4.1,4.5,3,0,2022-11-01,2024-05-17,Active,Yes
229,CUST-0229,Ishaan Malhotra,Company,53,8693695541,Hyderabad,Telangana,India,548294,Self Employed,IT,2436428,5–10L,Investor,Apartment,Hyderabad,2923580,8757261,36,Walk-in,4.3,3.8,2,2,2024-10-28,2024-04-30,Active,Yes
230,CUST-0230,Aarohi Khandelwal,Company,34,8666477345,Chennai,Tamil Nadu,India,582058,Salaried,IT,2217027,10L+,Tenant,Plot,Chennai,4040646,15585006,80,Ads,4,3.5,1,2,2021-02-26,2025-03-12,Active,No
231,CUST-0231,Diya Kumar,Individual,55,8855541733,Hyderabad,Telangana,India,586949,Business,Retail,913482,5–10L,Investor,Apartment,Hyderabad,3448180,18569287,57,Website,4.3,3.3,2,0,2023-02-23,2024-03-06,Active,Yes
232,CUST-0232,Krishna Singh,Individual,45,8706107098,Mumbai,Maharashtra,India,431753,Salaried,Finance,4672512,0–5L,Seller,Apartment,Mumbai,2707719,15996001,70,Walk-in,4.2,3.6,2,1,2021-02-13,2024-01-17,Active,No
233,CUST-0233,Sai Kapoor,Company,60,8212551333,Chennai,Tamil Nadu,India,390066,Business,IT,2108231,5–10L,Buyer,Plot,Chennai,3013610,10195378,100,Referral,3.8,4.4,2,1,2024-09-05,2025-01-09,Active,No
234,CUST-0234,Navya Malhotra,Individual,60,8263360460,Delhi,Delhi,India,429169,Self Employed,Manufacturing,4045033,0–5L,Seller,Plot,Delhi,2496933,6714943,24,Website,4.1,3.3,0,0,2022-05-23,2025-10-05,Active,Yes
235,CUST-0235,Vivaan Kumar,Company,53,8182316922,Chennai,Tamil Nadu,India,498253,Self Employed,IT,3239740,10L+,Owner,Apartment,Chennai,4865276,16666302,34,Referral,3.2,4.4,2,0,2024-01-21,2024-11-11,Active,Yes
236,CUST-0236,Aditya Patel,Company,58,8493691118,Chennai,Tamil Nadu,India,587522,Salaried,Retail,709857,10L+,Buyer,Villa,Chennai,4510277,12426435,61,Ads,3.4,4.9,0,2,2022-05-30,2025-01-10,Active,No
237,CUST-0237,Kavya Bhatia,Individual,55,8535966222,Bangalore,Karnataka,India,399567,Salaried,IT,4780493,10L+,Owner,Villa,Bangalore,4872540,12041132,21,Website,3.5,3.2,1,2,2023-11-15,2024-07-26,Active,Yes
238,CUST-0238,Esha Saxena,Company,58,8565752443,Chennai,Tamil Nadu,India,588034,Self Employed,Manufacturing,2002406,5–10L,Tenant,Apartment,Chennai,2628307,15636503,36,Walk-in,3.3,4.8,3,1,2023-12-05,2025-06-24,Active,Yes
239,CUST-0239,Navya Kumar,Individual,27,8235213987,Delhi,Delhi,India,558141,Business,Retail,3704291,10L+,Buyer,Villa,Delhi,3436573,15544993,46,Website,3.7,4.6,3,1,2022-12-08,2024-06-16,Active,No
240,CUST-0240,Naina Verma,Company,52,8899246208,Mumbai,Maharashtra,India,422316,Salaried,Finance,2705742,5–10L,Buyer,Apartment,Mumbai,3100566,14432213,53,Walk-in,4.2,4,3,2,2022-10-11,2025-06-09,Active,No
241,CUST-0241,Siddharth Saxena,Individual,39,8154981585,Delhi,Delhi,India,560180,Business,IT,3288903,5–10L,Tenant,Villa,Delhi,2308499,8021543,2,Ads,4.2,4.6,3,1,2023-11-13,2024-08-11,Active,Yes
242,CUST-0242,Vivaan Saxena,Individual,36,8118599505,Mumbai,Maharashtra,India,594354,Salaried,Finance,573436,10L+,Investor,Apartment,Mumbai,3263113,8310241,30,Ads,3.9,4.4,2,2,2021-03-17,2024-02-14,Active,Yes
243,CUST-0243,Riya Kumar,Company,56,8213882024,Pune,Maharashtra,India,488161,Self Employed,Manufacturing,3789056,10L+,Seller,Villa,Pune,3611548,8308295,9,Ads,4.5,4.6,3,2,2021-10-20,2025-07-13,Active,Yes
244,CUST-0244,Yash Chopra,Individual,50,8567517686,Pune,Maharashtra,India,515747,Self Employed,Retail,878803,10L+,Owner,Villa,Pune,3842002,7599841,34,Walk-in,3.3,3.3,2,0,2023-09-30,2024-10-16,Active,Yes
245,CUST-0245,Isha Gupta,Individual,58,8193893989,Ahmedabad,Gujarat,India,399147,Business,IT,1974021,5–10L,Seller,Apartment,Ahmedabad,2387373,7575960,83,Referral,3.7,4.3,2,0,2021-01-20,2024-09-23,Active,No
246,CUST-0246,Shivansh Mahajan,Company,57,8840950828,Ahmedabad,Gujarat,India,492257,Self Employed,Manufacturing,884413,10L+,Investor,Villa,Ahmedabad,4635949,11685159,85,Walk-in,5,3.9,0,0,2023-08-20,2024-12-05,Active,No
247,CUST-0247,Aryan Tiwari,Company,36,8497336193,Bangalore,Karnataka,India,468435,Salaried,Manufacturing,3527991,0–5L,Owner,Apartment,Bangalore,3857226,17534703,62,Referral,3.6,4.5,3,1,2021-07-28,2024-07-05,Active,No
248,CUST-0248,Shivansh Kumar,Company,38,8903048299,Bangalore,Karnataka,India,503673,Salaried,Finance,4092687,5–10L,Tenant,Villa,Bangalore,4984055,15008038,41,Ads,3.5,3.4,1,1,2024-06-10,2025-01-15,Active,No
249,CUST-0249,Ananya Bhatia,Individual,39,8313657027,Ahmedabad,Gujarat,India,423288,Self Employed,IT,4509597,0–5L,Owner,Villa,Ahmedabad,3939586,7744610,20,Walk-in,4.2,4.6,1,2,2023-07-30,2024-11-08,Active,No
250,CUST-0250,Shivansh Trivedi,Individual,45,8991141936,Bangalore,Karnataka,India,533783,Business,Retail,3853522,5–10L,Seller,Villa,Bangalore,2089288,15667486,5,Walk-in,4.2,3.8,1,2,2024-06-24,2024-10-13,Active,Yes
251,CUST-0251,Vivaan Sharma,Company,47,8979177492,Chennai,Tamil Nadu,India,533432,Salaried,Manufacturing,2757227,5–10L,Buyer,Plot,Chennai,4113281,7598127,80,Referral,3,5,1,1,2024-12-24,2024-08-12,Active,No
252,CUST-0252,Esha Mahajan,Company,44,8476482185,Bangalore,Karnataka,India,594240,Salaried,Finance,2720878,0–5L,Seller,Villa,Bangalore,2905121,7412378,68,Website,4.6,3.4,0,1,2022-06-24,2024-09-24,Active,Yes
253,CUST-0253,Vihaan Agarwal,Company,57,8302772036,Pune,Maharashtra,India,443936,Self Employed,Retail,3522192,0–5L,Owner,Plot,Pune,3400897,17906355,69,Referral,4.9,3.5,0,2,2023-01-27,2024-01-12,Active,No
254,CUST-0254,Pihu Nair,Company,34,8341729136,Bangalore,Karnataka,India,576788,Business,Finance,3155773,5–10L,Owner,Plot,Bangalore,4244919,16680086,17,Ads,4.6,4.8,0,1,2024-06-26,2025-10-08,Active,Yes
255,CUST-0255,Ishaan Shah,Company,32,8967959505,Bangalore,Karnataka,India,459276,Business,Manufacturing,758660,5–10L,Buyer,Plot,Bangalore,2581976,15858204,92,Website,4.6,5,3,2,2022-09-29,2024-12-15,Active,No
256,CUST-0256,Ananya Joshi,Company,59,8471697178,Bangalore,Karnataka,India,429748,Salaried,IT,1375627,10L+,Tenant,Plot,Bangalore,4075879,18448732,50,Website,4.5,4.4,0,2,2024-04-29,2024-05-08,Active,Yes
257,CUST-0257,Navya Reddy,Individual,56,8904517104,Chennai,Tamil Nadu,India,402825,Self Employed,Finance,2203291,10L+,Tenant,Villa,Chennai,2006311,18587065,99,Ads,3.7,3.6,0,2,2021-11-04,2024-11-07,Active,No
258,CUST-0258,Reyansh Joshi,Company,39,8165441484,Bangalore,Karnataka,India,489204,Self Employed,Finance,1988652,0–5L,Tenant,Plot,Bangalore,4841425,11809414,81,Walk-in,3.3,4.5,0,0,2022-04-05,2025-11-08,Active,No
259,CUST-0259,Ananya Mahajan,Individual,40,8856533723,Delhi,Delhi,India,570107,Business,Retail,3683395,5–10L,Buyer,Apartment,Delhi,4190529,6586058,8,Ads,3.6,4,3,2,2024-05-12,2024-02-22,Active,Yes
260,CUST-0260,Anika Sharma,Company,42,8318664681,Mumbai,Maharashtra,India,534125,Business,Retail,4537071,10L+,Tenant,Villa,Mumbai,3982685,17735652,69,Referral,3.4,3.1,1,0,2022-09-12,2025-03-04,Active,Yes
261,CUST-0261,Reyansh Agarwal,Individual,59,8315555547,Hyderabad,Telangana,India,418157,Self Employed,Finance,4889101,0–5L,Buyer,Villa,Hyderabad,2574681,18084675,94,Walk-in,4.6,3.1,1,2,2021-05-06,2025-12-07,Active,No
262,CUST-0262,Saanvi Nair,Company,51,8898597357,Mumbai,Maharashtra,India,442020,Business,Finance,375045,0–5L,Owner,Apartment,Mumbai,2448356,10063938,59,Walk-in,3.9,3.7,3,1,2022-03-18,2024-12-24,Active,Yes
263,CUST-0263,Pranav Patel,Individual,54,8783892111,Ahmedabad,Gujarat,India,393681,Self Employed,Retail,4991450,0–5L,Owner,Plot,Ahmedabad,2838215,15956420,37,Ads,3.9,4.5,0,2,2023-08-09,2024-06-14,Active,Yes
264,CUST-0264,Vivaan Jain,Individual,56,8522445052,Pune,Maharashtra,India,505730,Business,Retail,2617791,10L+,Owner,Apartment,Pune,3591607,19984937,98,Website,3.7,4.4,2,0,2023-02-21,2025-12-21,Active,No
265,CUST-0265,Reyansh Verma,Company,33,8919383457,Delhi,Delhi,India,512857,Self Employed,Retail,1886325,5–10L,Tenant,Villa,Delhi,2736252,15364545,84,Walk-in,4,4.7,0,1,2021-11-26,2024-04-20,Active,Yes
266,CUST-0266,Ananya Desai,Individual,59,8940556530,Mumbai,Maharashtra,India,428273,Salaried,Manufacturing,3478797,0–5L,Buyer,Plot,Mumbai,4530964,9176273,71,Referral,3.7,3.4,0,1,2024-09-23,2025-07-28,Active,No
267,CUST-0267,Kavya Reddy,Company,28,8199650362,Pune,Maharashtra,India,477119,Business,Retail,2757731,10L+,Investor,Villa,Pune,4466365,14517604,16,Walk-in,4.5,4.1,2,1,2023-01-26,2024-11-05,Active,No
268,CUST-0268,Krishna Trivedi,Individual,60,8406915303,Bangalore,Karnataka,India,509964,Business,Retail,2826014,10L+,Seller,Villa,Bangalore,2055278,15342529,89,Website,3,3.9,3,0,2023-10-01,2025-01-05,Active,Yes
269,CUST-0269,Pihu Kumar,Company,29,8408855134,Ahmedabad,Gujarat,India,422103,Business,Manufacturing,3516609,0–5L,Tenant,Plot,Ahmedabad,4212914,6390344,81,Referral,4.3,4.2,3,2,2022-01-17,2025-01-02,Active,Yes
270,CUST-0270,Vihaan Reddy,Individual,37,8701456867,Delhi,Delhi,India,463775,Self Employed,Retail,2136104,0–5L,Tenant,Apartment,Delhi,4761188,7866880,28,Referral,3.6,3.4,1,2,2021-08-04,2024-01-02,Active,No
271,CUST-0271,Diya Malhotra,Company,26,8105997301,Delhi,Delhi,India,581578,Business,Manufacturing,2007289,5–10L,Investor,Plot,Delhi,3042992,13158881,72,Referral,3.7,4.3,0,1,2024-11-03,2025-01-27,Active,No
272,CUST-0272,Pihu Chawla,Company,50,8198904645,Mumbai,Maharashtra,India,393264,Self Employed,Manufacturing,3189420,10L+,Owner,Plot,Mumbai,2071033,18890982,36,Walk-in,4.3,4.2,1,2,2024-03-21,2024-12-06,Active,No
273,CUST-0273,Dhruv Sharma,Company,42,8319598503,Ahmedabad,Gujarat,India,469778,Salaried,Retail,1806258,10L+,Investor,Apartment,Ahmedabad,4493764,18919213,65,Ads,3.6,3.3,3,0,2021-05-24,2024-04-15,Active,No
274,CUST-0274,Pihu Patel,Individual,38,8295415465,Ahmedabad,Gujarat,India,403853,Business,Retail,3047795,10L+,Buyer,Villa,Ahmedabad,3383270,15324654,1,Walk-in,3.3,3.7,0,2,2021-07-03,2025-02-26,Active,No
275,CUST-0275,Aryan Jain,Company,36,8930707272,Mumbai,Maharashtra,India,452425,Self Employed,Manufacturing,302708,5–10L,Investor,Plot,Mumbai,2443348,9094441,62,Walk-in,3.9,4,2,0,2022-11-16,2024-12-29,Active,Yes
276,CUST-0276,Meera Jain,Company,34,8105006694,Chennai,Tamil Nadu,India,519814,Self Employed,Retail,1243494,0–5L,Seller,Apartment,Chennai,4031903,14365027,48,Walk-in,4.4,3.6,0,0,2023-01-14,2025-09-01,Active,No
277,CUST-0277,Pihu Verma,Company,57,8671267308,Ahmedabad,Gujarat,India,599265,Business,Manufacturing,2913967,0–5L,Tenant,Apartment,Ahmedabad,2101381,10892454,23,Walk-in,3.7,4.3,1,2,2024-02-25,2025-12-09,Active,No
278,CUST-0278,Aadhya Singh,Individual,36,8140360534,Ahmedabad,Gujarat,India,399511,Self Employed,Finance,2187113,5–10L,Tenant,Apartment,Ahmedabad,3572266,6216950,95,Website,3.4,4.4,3,0,2022-02-04,2025-06-17,Active,No
279,CUST-0279,Mihir Reddy,Company,49,8654613855,Delhi,Delhi,India,505610,Salaried,Retail,674174,10L+,Tenant,Villa,Delhi,4353266,17854227,17,Walk-in,4.9,3.7,2,2,2023-03-10,2025-11-09,Active,Yes
280,CUST-0280,Meera Chopra,Company,50,8822258693,Chennai,Tamil Nadu,India,597781,Business,IT,2977304,5–10L,Owner,Villa,Chennai,3708901,6149988,87,Website,4.6,4.3,1,1,2021-10-04,2025-06-19,Active,Yes
281,CUST-0281,Krishna Reddy,Individual,40,8643702785,Pune,Maharashtra,India,549484,Salaried,IT,1660904,5–10L,Seller,Villa,Pune,2165163,9419909,13,Walk-in,4.6,4.7,3,2,2021-07-15,2025-07-31,Active,No
282,CUST-0282,Pranav Verma,Individual,59,8247763073,Pune,Maharashtra,India,415355,Self Employed,Manufacturing,4785354,5–10L,Investor,Apartment,Pune,2612206,7525023,94,Walk-in,3.5,4.3,3,1,2023-12-25,2024-06-08,Active,Yes
283,CUST-0283,Pihu Bhatia,Company,29,8897209454,Mumbai,Maharashtra,India,590069,Salaried,Retail,2972682,5–10L,Buyer,Villa,Mumbai,4111793,9728404,77,Referral,3,4.1,3,1,2024-07-31,2025-08-29,Active,No
284,CUST-0284,Ritika Bhattacharya,Individual,27,8331239091,Mumbai,Maharashtra,India,527597,Business,Retail,1328219,10L+,Seller,Villa,Mumbai,3686680,18174830,17,Website,4.2,3.8,2,1,2021-12-18,2025-09-02,Active,Yes
285,CUST-0285,Harsh Tiwari,Company,54,8869484777,Pune,Maharashtra,India,582182,Business,Manufacturing,4375513,5–10L,Investor,Villa,Pune,4059676,12077208,54,Website,4.3,4,1,1,2021-08-27,2024-11-26,Active,No
286,CUST-0286,Aarav Joshi,Individual,27,8287149278,Pune,Maharashtra,India,517351,Salaried,IT,4423221,5–10L,Buyer,Apartment,Pune,4250712,13040280,15,Ads,4.9,4.5,3,1,2021-07-25,2025-04-27,Active,Yes
287,CUST-0287,Aryan Mahajan,Individual,60,8830760131,Bangalore,Karnataka,India,411281,Salaried,Manufacturing,936033,10L+,Tenant,Plot,Bangalore,3640788,6297764,87,Website,4.7,4.4,3,0,2021-03-08,2025-05-17,Active,Yes
288,CUST-0288,Saanvi Shah,Individual,27,8604220895,Pune,Maharashtra,India,556401,Self Employed,Retail,1792437,10L+,Tenant,Plot,Pune,4024533,9292232,99,Walk-in,3.4,4,3,2,2021-04-01,2025-05-07,Active,No
289,CUST-0289,Esha Kumar,Company,42,8265681087,Ahmedabad,Gujarat,India,469194,Salaried,Manufacturing,1045761,0–5L,Buyer,Villa,Ahmedabad,4947260,8688264,80,Walk-in,3.7,4.7,1,0,2022-05-20,2025-09-04,Active,No
290,CUST-0290,Dev Gupta,Individual,42,8610488907,Mumbai,Maharashtra,India,475499,Salaried,IT,928870,0–5L,Tenant,Villa,Mumbai,4792300,9636563,59,Referral,3.5,5,0,2,2021-04-26,2024-07-06,Active,No
291,CUST-0291,Saanvi Desai,Company,46,8857623887,Bangalore,Karnataka,India,585156,Self Employed,IT,3623007,0–5L,Owner,Plot,Bangalore,2829463,12269416,10,Referral,3,4.2,2,0,2021-07-21,2025-06-26,Active,No
292,CUST-0292,Naina Mahajan,Company,46,8522818676,Hyderabad,Telangana,India,484163,Salaried,Finance,2837371,5–10L,Seller,Villa,Hyderabad,4293248,19226492,74,Referral,4.2,3.6,2,1,2023-01-22,2024-03-21,Active,Yes
293,CUST-0293,Mihir Bhattacharya,Company,32,8980432512,Chennai,Tamil Nadu,India,540675,Self Employed,Retail,3387494,0–5L,Investor,Apartment,Chennai,4828188,16167643,37,Website,3.8,4,3,1,2021-12-07,2025-10-26,Active,No
294,CUST-0294,Tanvi Gupta,Individual,48,8775256114,Mumbai,Maharashtra,India,477081,Business,Retail,4723871,0–5L,Owner,Apartment,Mumbai,3863596,14158907,27,Website,3.4,4.4,0,1,2021-05-11,2024-12-08,Active,No
295,CUST-0295,Tanvi Shah,Individual,53,8445819291,Mumbai,Maharashtra,India,443165,Business,Finance,1752488,5–10L,Investor,Apartment,Mumbai,2000505,9187465,11,Walk-in,4.7,4.6,3,2,2022-11-18,2025-01-05,Active,Yes
296,CUST-0296,Naina Reddy,Company,40,8341701441,Mumbai,Maharashtra,India,524682,Self Employed,Retail,4665706,5–10L,Tenant,Villa,Mumbai,3367184,17405138,56,Walk-in,3.7,3.7,2,1,2024-03-16,2024-11-25,Active,Yes
297,CUST-0297,Harsh Joshi,Individual,27,8141929558,Bangalore,Karnataka,India,528519,Self Employed,Retail,3448342,10L+,Owner,Villa,Bangalore,2519449,9917224,7,Referral,3.8,4.1,2,0,2022-03-08,2024-04-30,Active,No
298,CUST-0298,Mihir Gupta,Individual,34,8679125887,Hyderabad,Telangana,India,587165,Self Employed,IT,2870433,0–5L,Seller,Villa,Hyderabad,3328231,10855570,50,Ads,3.3,3.3,1,0,2023-11-18,2025-06-21,Active,No
299,CUST-0299,Ira Khandelwal,Individual,35,8137751373,Hyderabad,Telangana,India,592598,Salaried,IT,4335033,10L+,Tenant,Plot,Hyderabad,2708629,7729109,58,Website,4.7,3.3,1,2,2023-03-24,2025-04-14,Active,No
300,CUST-0300,Tara Patel,Company,41,8996718030,Hyderabad,Telangana,India,444833,Self Employed,Retail,2241829,10L+,Owner,Plot,Hyderabad,4465298,12032121,23,Walk-in,4,3.5,0,1,2024-03-28,2024-10-07,Active,No
301,CUST-0301,Aryan Khandelwal,Company,28,8764305959,Hyderabad,Telangana,India,501994,Self Employed,Manufacturing,4380045,5–10L,Seller,Plot,Hyderabad,4725759,12176431,86,Referral,4.3,3.2,0,0,2023-06-03,2024-01-14,Active,No
302,CUST-0302,Saanvi Joshi,Company,50,8607058220,Mumbai,Maharashtra,India,473186,Salaried,Retail,1078617,10L+,Seller,Apartment,Mumbai,4382299,11946522,28,Website,3.6,3.4,2,0,2022-03-19,2025-06-15,Active,No
303,CUST-0303,Ananya Trivedi,Company,34,8627969559,Pune,Maharashtra,India,597578,Business,Finance,4441933,10L+,Investor,Villa,Pune,2976328,8585473,50,Ads,4.6,4.4,2,1,2023-08-22,2025-02-27,Active,No
304,CUST-0304,Naina Patel,Company,34,8926791864,Mumbai,Maharashtra,India,476565,Salaried,IT,4026821,5–10L,Seller,Villa,Mumbai,2546640,11102560,43,Walk-in,4.3,3.6,2,2,2024-08-28,2025-11-26,Active,Yes
305,CUST-0305,Navya Mehta,Individual,28,8907980955,Ahmedabad,Gujarat,India,429592,Business,Finance,2717887,5–10L,Buyer,Plot,Ahmedabad,4092628,14397882,83,Walk-in,4.3,3.3,1,2,2022-04-13,2025-06-23,Active,Yes
306,CUST-0306,Aryan Agarwal,Company,41,8884265047,Pune,Maharashtra,India,433509,Salaried,Manufacturing,513902,10L+,Seller,Plot,Pune,3696259,7767830,75,Walk-in,4.3,3.4,2,1,2024-07-18,2024-06-07,Active,Yes
307,CUST-0307,Dhruv Kumar,Individual,44,8615487603,Chennai,Tamil Nadu,India,393419,Business,Retail,3820682,10L+,Seller,Villa,Chennai,2318958,16517295,45,Walk-in,4.4,4.4,3,2,2022-08-17,2025-03-13,Active,Yes
308,CUST-0308,Ananya Patel,Company,53,8946539072,Mumbai,Maharashtra,India,485226,Salaried,Manufacturing,3340521,5–10L,Owner,Plot,Mumbai,2138132,15045984,93,Website,3.8,3.4,3,2,2024-05-11,2024-05-08,Active,Yes
309,CUST-0309,Krishna Shah,Individual,28,8895947872,Bangalore,Karnataka,India,591121,Business,IT,4452751,0–5L,Owner,Apartment,Bangalore,2859614,11843479,7,Referral,4.3,5,2,1,2023-08-24,2025-01-13,Active,Yes
310,CUST-0310,Pihu Joshi,Company,57,8543927172,Chennai,Tamil Nadu,India,587558,Business,Manufacturing,1142544,0–5L,Tenant,Plot,Chennai,3901956,6275131,22,Website,3,3.9,1,0,2022-08-20,2025-05-02,Active,No
311,CUST-0311,Naina Gupta,Company,45,8721875880,Mumbai,Maharashtra,India,541366,Salaried,Finance,4349579,0–5L,Buyer,Apartment,Mumbai,2128640,12275334,8,Referral,4.5,4.2,2,1,2024-05-20,2025-10-26,Active,No
312,CUST-0312,Tanvi Kumar,Company,37,8111769233,Pune,Maharashtra,India,461257,Self Employed,IT,3513259,5–10L,Buyer,Plot,Pune,2391394,14952617,5,Referral,3.9,4.2,2,2,2024-10-16,2025-09-02,Active,No
313,CUST-0313,Dhruv Gupta,Company,54,8644964578,Hyderabad,Telangana,India,458048,Business,Retail,1296698,0–5L,Owner,Villa,Hyderabad,3434890,19054979,37,Ads,4.3,4.2,1,1,2021-12-07,2025-07-17,Active,Yes
314,CUST-0314,Diya Singh,Company,40,8521756688,Delhi,Delhi,India,507802,Salaried,Retail,3299799,10L+,Investor,Apartment,Delhi,3998733,8252531,67,Referral,4.2,3.7,3,2,2022-03-21,2024-01-30,Active,Yes
315,CUST-0315,Aarav Verma,Company,27,8689549072,Mumbai,Maharashtra,India,582580,Self Employed,IT,901521,0–5L,Buyer,Apartment,Mumbai,3246196,16030316,69,Referral,4.6,3.2,2,2,2023-02-19,2024-08-26,Active,Yes
316,CUST-0316,Aditya Saxena,Individual,52,8269740623,Bangalore,Karnataka,India,418160,Salaried,Finance,2332477,0–5L,Owner,Plot,Bangalore,2986881,10359265,80,Ads,3.8,4,3,0,2023-08-31,2024-05-25,Active,No
317,CUST-0317,Ritika Trivedi,Individual,49,8462205544,Pune,Maharashtra,India,567365,Salaried,Retail,3050632,10L+,Tenant,Apartment,Pune,3525256,12764103,8,Walk-in,4.8,4.7,0,0,2023-09-14,2025-01-06,Active,No
318,CUST-0318,Mihir Kumar,Company,56,8883402715,Delhi,Delhi,India,582901,Self Employed,IT,4412409,5–10L,Buyer,Plot,Delhi,2727981,13476593,55,Walk-in,3.9,3.7,2,2,2021-11-30,2024-08-02,Active,No
319,CUST-0319,Aarav Khandelwal,Company,29,8632066760,Chennai,Tamil Nadu,India,578774,Business,Manufacturing,1000780,0–5L,Buyer,Plot,Chennai,3188083,10388808,55,Referral,4.4,3.6,2,1,2022-03-03,2025-04-22,Active,No
320,CUST-0320,Myra Sharma,Company,57,8289870110,Ahmedabad,Gujarat,India,381009,Business,Finance,2635924,5–10L,Owner,Plot,Ahmedabad,4633624,16030478,82,Website,3.1,3.6,3,2,2021-11-18,2024-11-22,Active,Yes
321,CUST-0321,Saanvi Kumar,Company,45,8931710403,Chennai,Tamil Nadu,India,515045,Business,Manufacturing,3251029,10L+,Seller,Villa,Chennai,4334326,18842489,69,Walk-in,4.5,3.1,3,2,2021-02-03,2025-05-25,Active,Yes
322,CUST-0322,Kabir Chopra,Individual,44,8202771533,Bangalore,Karnataka,India,434679,Self Employed,IT,392042,0–5L,Owner,Villa,Bangalore,3756550,19665563,61,Walk-in,4.4,4.9,2,0,2021-02-13,2024-02-02,Active,Yes
323,CUST-0323,Mihir Patel,Company,44,8576667562,Chennai,Tamil Nadu,India,496079,Business,Manufacturing,2028074,5–10L,Investor,Villa,Chennai,4247799,14759914,11,Referral,4.1,4.1,0,1,2021-08-24,2024-08-27,Active,No
324,CUST-0324,Anika Mahajan,Company,54,8449329448,Hyderabad,Telangana,India,514322,Business,Retail,1328467,10L+,Tenant,Apartment,Hyderabad,4826954,19644792,18,Walk-in,4.3,4.6,2,0,2023-03-04,2025-09-02,Active,No
325,CUST-0325,Ira Sharma,Individual,60,8624585120,Delhi,Delhi,India,382341,Business,Manufacturing,2343747,5–10L,Seller,Apartment,Delhi,3381001,18845627,50,Ads,4.4,3.4,2,2,2023-08-18,2024-10-18,Active,Yes
326,CUST-0326,Vihaan Joshi,Individual,58,8950239146,Bangalore,Karnataka,India,561943,Self Employed,IT,1591301,5–10L,Tenant,Villa,Bangalore,2702057,16058193,63,Walk-in,3.5,4,1,1,2022-11-13,2025-05-23,Active,Yes
327,CUST-0327,Harsh Kapoor,Individual,29,8275057063,Delhi,Delhi,India,441379,Salaried,IT,1729953,10L+,Tenant,Plot,Delhi,3060866,18262532,1,Website,3.4,3.1,2,2,2023-12-20,2025-03-25,Active,Yes
328,CUST-0328,Kavya Tiwari,Individual,47,8300816949,Pune,Maharashtra,India,526625,Self Employed,Finance,397935,0–5L,Buyer,Plot,Pune,3646385,14764423,36,Walk-in,4.4,4.3,2,0,2022-03-17,2024-12-01,Active,No
